"Title","Movie Release Year","Running Time","IMDb Rating","Genre","Format","Is TV Series","Release Year","Seen It","Front Cover"
"Stripes","1981","106 mins","6.8","Comedy; War","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Stripes198131841_f.jpg"
"The Strongest Man In The World","1975","92 mins","5.9","Comedy; Family","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheStrongestManInTheWorld20649_f.jpg"
"Stuart Little","1999","84 mins","6.0","Adventure; Comedy; Family; Fantasy","DVD","No","2000","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\StuartLittle199972822_f.jpg"
"The Substitute","1996","114 mins","6.1","Action; Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSubstitute199654381_f.jpg"
"Sudden Death","1995","111 mins","5.9","Action; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SuddenDeath199563181_f.jpg"
"Suddenly, Last Summer","1959","114 mins","7.4","Drama; Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SuddenlyLastSummer195920829_f.jpg"
"The Suicide Squad","2021","131 mins","7.2","Action; Adventure; Comedy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSuicideSquad20211644_f.jpg"
"Suicide Squad","2016","123 mins","5.9","Action; Adventure; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SuicideSquad2016470_f.jpg"
"Sully","2016","96 mins","7.4","Biography; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Sully201672618_f.jpg"
"Sunday Bloody Sunday","1971","110 mins","6.9","Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SundayBloodySunday197121011_f.jpg"
"Sunset Boulevard","1950","110 mins","8.4","Drama; Film Noir","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SunsetBoulevard195063538_f.jpg"
"Super 8","2011","112 mins","7.0","Action; Mystery; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Super8201131197_f.jpg"
"The Super Mario Bros. Movie","2023","92 mins","7.0","Adventure; Animation; Comedy; Family; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSuperMarioBrosMovie275423_f.jpg"
"Supergirl","1984","124 mins","4.4","Action; Adventure; Fantasy; Romance; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Supergirl198444411_f.jpg"
"Superman","1978","143 mins","7.4","Action; Adventure; Animation; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Superman197831157_f.jpg"
"Superman","2025","129 mins","7.1","Action; Adventure; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Superman202567050_f.jpg"
"Superman II","1980","128 mins","6.8","Action; Adventure; Animation; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SupermanII198031168_f.jpg"
"Superman III","1983","123 mins","5.0","Action; Animation; Comedy; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SupermanIII198331176_f.jpg"
"Superman 4: The Quest For Peace","1987","90 mins","3.8","Action; Adventure; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Superman4TheQuestForPeac31189_f.jpg"
"Superman Returns","2006","154 mins","6.1","Action; Adventure; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SupermanReturns200666592_f.jpg"
"Man Of Steel","2013","143 mins","7.1","Action; Adventure; Fantasy; Science Fiction","Vudu","No","2013","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ManOfSteelVUDU201340634_f.jpg"
"Adventures of Superman: Season 1","1952","756 mins","7.7","Action; Adventure; Crime; Family; Science Fiction","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AdventuresofSupermanSeason47583_f.jpg"
"Adventures of Superman: Season 2","1953","780 mins","7.7","Action; Adventure; Crime; Family; Science Fiction","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AdventuresofSupermanSeason47596_f.jpg"
"Adventures of Superman: Season 3","1955","","7.7","Action; Adventure; Crime; Family; Science Fiction","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AdventuresofSupermanSeason47566_f.jpg"
"Adventures of Superman: Season 4","1956","","7.7","Action; Adventure; Crime; Family; Science Fiction","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AdventuresofSupermanSeason47604_f.jpg"
"Adventures of Superman: Season 5","1957","","7.7","Action; Adventure; Crime; Family; Science Fiction","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AdventuresofSupermanSeason47610_f.jpg"
"Adventures of Superman: Season 6","1958","","7.7","Action; Adventure; Crime; Family; Science Fiction","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\AdventuresofSupermanSeason47614_f.jpg"
"The Survivors","1983","103 mins","5.8","Comedy; Crime; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSurvivors198320811_f.jpg"
"Sweeney Todd","2006","90 mins","6.8","Crime; Drama; Horror; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SweeneyTodd200620502_f.jpg"
"Sweet Home Alabama","2002","108 mins","6.2","Comedy; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SweetHomeAlabama200264063_f.jpg"
"Swiss Family Robinson","1960","126 mins","7.1","Adventure; Animation; Family","Vudu","No","1995","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\SwissFamilyRobinson196053286_f.jpg"
"The Sword In The Stone","1963","79 mins","7.1","Animation; Family; Fantasy","Vudu","No","2013","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSwordInTheStoneVUDU78390_f.jpg"
"Tag","2018","100 mins","6.5","Action; Comedy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Tag201831720_f.jpg"
"Taken","2008","90 mins","7.7","Action; Crime; Thriller","Vudu","No","2009","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Taken200853449_f.jpg"
"The Taking of Pelham 123","2009","106 mins","6.4","Action; Crime; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheTakingofPelham123200920749_f.jpg"
"The Tale of Despereaux","2008","93 mins","6.1","Adventure; Animation; Comedy; Family; Fantasy","Vudu","No","2009","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheTaleofDespereaux20081988_f.jpg"
"The Talented Mr. Ripley","1999","139 mins","7.4","Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheTalentedMrRipley199921197_f.jpg"
"The Talk of the Town","1942","118 mins","7.5","Comedy; Drama; Romance; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheTalkoftheTown194220847_f.jpg"
"The Taming of The Shrew","1967","122 mins","7.1","Comedy; Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheTamingofTheShrew196720793_f.jpg"
"Tangled","2010","101 mins","7.7","Animation; Comedy; Drama; Family","Vudu","No","2011","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TangledVUDU201078240_f.jpg"
"Tango & Cash","1989","104 mins","6.4","Action; Adventure; Comedy; Crime","Vudu","No","1993","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TangoCash198931804_f.jpg"
"Tarzan","1999","88 mins","7.3","Adventure; Animation; Family","Vudu","No","2000","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Tarzan199978695_f.jpg"
"Tarzan II","2005","72 mins","5.5","Adventure; Animation; Family","Vudu","No","2005","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TarzanII200575904_f.jpg"
"Teenage Mutant Ninja Turtles","2014","101 mins","5.8","Action; Adventure; Animation; Comedy; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TeenageMutantNinjaTurtles28588_f.jpg"
"Teenage Mutant Ninja Turtles","1990","93 mins","6.8","Action; Adventure; Comedy; Family; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TeenageMutantNinjaTurtles72716_f.jpg"
"Teenage Mutant Ninja Turtles Ii: The Secret Of The Ooze","1991","88 mins","6.0","Action; Adventure; Comedy; Family; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TeenageMutantNinjaTurtlesI31232_f.jpg"
"Teenage Mutant Ninja Turtles Iii","1993","96 mins","4.8","Action; Adventure; Comedy; Family; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TeenageMutantNinjaTurtlesI31213_f.jpg"
"Teenage Mutant Ninja Turtles: Mutant Mayhem","2023","99 mins","7.2","Action; Adventure; Animation; Comedy; Family; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TeenageMutantNinjaTurtles35243_f.jpg"
"Teenage Mutant Ninja Turtles: Out Of The Shadows","2016","112 mins","5.9","Action; Adventure; Comedy; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TeenageMutantNinjaTurtles28574_f.jpg"
"The Ten Commandments","1956","220 mins","7.9","Adventure; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheTenCommandments195628041_f.jpg"
"Tenet","2020","150 mins","7.3","Action; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Tenet202018017_f.jpg"
"The Terminal","2004","128 mins","7.4","Comedy; Drama; Romance","Vudu","No","2004","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheTerminal20042009_f.jpg"
"The Terminator","1984","107 mins","8.1","Action; Science Fiction","Vudu","No","1993","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheTerminator19841747_f.jpg"
"Terminator 2: Judgment Day","1991","137 mins","8.6","Action; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Terminator2JudgmentDay1920280_f.jpg"
"Terminator 3: Rise of the Machines","2003","109 mins","6.3","Action; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Terminator3RiseoftheMach20292_f.jpg"
"Terminator Genisys","2015","126 mins","6.3","Action; Adventure; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TerminatorGenisys201520306_f.jpg"
"Terminator: Dark Fate","2019","128 mins","6.2","Action; Adventure; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TerminatorDarkFate201920318_f.jpg"
"Terms of Endearment","1983","132 mins","7.4","Comedy; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TermsofEndearment198392121_f.jpg"
"The Texas Chainsaw Massacre","2003","98 mins","6.2","Crime; Horror","DVD","No","2004","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheTexasChainsawMassacre217491_f.jpg"
"Thank God It's Friday","1978","89 mins","5.5","Comedy; Music","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThankGodItsFriday197837837_f.jpg"
"Thank You God For Colors And Shapes","","","0","Animation; Religious","DVD","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThankYouGodForColorsAndS66803_f.jpg"
"That's Entertainment!","1974","135 mins","7.8","Documentary; Family; Musical","DVD","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThatsEntertainment197417421_f.jpg"
"The Sixties: Season 1","2014","491 mins","8.4","Documentary; History","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSixtiesSeason1201450797_f.jpg"
"The Seventies","2015","336 mins","8.2","Documentary; History","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheSeventies201550833_f.jpg"
"The Eighties","2016","97 mins","8.2","Documentary; History","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheEighties201650845_f.jpg"
"The Nineties: Season 1","2017","465 mins","8.1","Documentary; History","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheNinetiesSeason1201750815_f.jpg"
"The 2000s","2018","350 mins","8.0","Documentary","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\The2000s201850854_f.jpg"
"Dr. Seuss: The Cat In The Hat","1971","","7.2","Animation","DVD","No","2004","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\DrSeussTheCatInTheHat72798_f.jpg"
"Theater of Blood","1973","104 mins","7.1","Comedy; Drama; Horror","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheaterofBlood197321032_f.jpg"
"Thelma & Louise","1991","130 mins","7.6","Adventure; Crime; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThelmaLouise199120929_f.jpg"
"There Will Be Blood","2007","158 mins","8.2","Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThereWillBeBlood20071944_f.jpg"
"This Is 40","2012","134 mins","6.2","Comedy; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThisIs40201220471_f.jpg"
"Thomas & Friends: Make Someone Happy And Other Thomas Adventures","1995","35 mins","0","Animation; Children; Family","DVD","No","2002","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThomasFriendsMakeSomeone72745_f.jpg"
"Thomas And The Magic Railroad","2000","86 mins","4.3","Family; Fantasy","Vudu","No","2001","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThomasAndTheMagicRailroad78700_f.jpg"
"The Thomas Crown Affair","1999","113 mins","6.9","Crime; Romance; Thriller","Vudu","No","2000","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheThomasCrownAffair199944378_f.jpg"
"Thor","2011","115 mins","7.0","Action; Adventure; Drama; Fantasy; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Thor201166611_f.jpg"
"Thor: The Dark World","2013","112 mins","6.7","Action; Adventure; Fantasy","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThorTheDarkWorld201366613_f.jpg"
"Thor: Ragnarök","2017","130 mins","7.9","Action; Adventure; Comedy; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThorRagnark201731816_f.jpg"
"Thor: Love and Thunder","2022","119 mins","6.1","Action; Adventure; Comedy; Fantasy; Romance; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThorLoveandThunder202231733_f.jpg"
"The Three Caballeros","1945","72 mins","6.3","Animation; Family; Musical","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheThreeCaballeros194553320_f.jpg"
"The Three Lives Of Thomasina","1963","97 mins","7.2","Drama; Family; Fantasy; Mystery; Science Fiction; Thriller","VHS","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheThreeLivesOfThomasina20367_f.jpg"
"The Three Musketeers","1993","105 mins","6.4","Action; Comedy; Family; Romance","Vudu","No","2001","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheThreeMusketeers199353185_f.jpg"
"Thru the Mirror","1936","9 mins","7.5","Animation; Comedy; Family; Fantasy; Music","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThrutheMirror193635316_f.jpg"
"Thunderbolt and Lightfoot","1974","115 mins","7.0","Action; Comedy; Crime; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ThunderboltandLightfoot19731867_f.jpg"
"Thunderbolts*","2025","127 mins","7.1","Action; Adventure; Crime; Drama; Fantasy; Science Fiction","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Thunderbolts202564247_f.jpg"
"Ticket to Paradise","2022","104 mins","6.1","Comedy; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TickettoParadise20221725_f.jpg"
"Tickle Me","1965","91 mins","5.8","Comedy; Romance; Western","DVD","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TickleMe196531684_f.jpg"
"The Tigger Movie","2000","77 mins","6.4","Animation; Comedy; Family","Blu-ray; DVD; Vudu","No","2012","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheTiggerMovie200075930_f.jpg"
"A Time to Kill","1996","149 mins","7.5","Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ATimetoKill19961661_f.jpg"
"Timmy Time: Timmy Needs A Bath","2009","45 mins","7.2","Family","DVD","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TimmyTimeTimmyNeedsABath34932_f.jpg"
"Tinker Bell","2008","78 mins","6.7","Animation; Family; Fantasy","Blu-ray","No","2008","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TinkerBell200838072_f.jpg"
"Tinker Bell: Secret Of The Wings","2012","92 mins","7.0","Action; Animation; Family; Fantasy","Blu-ray","No","2012","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TinkerBellSecretOfTheWin38081_f.jpg"
"Titanic","1997","194 mins","7.9","Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\Titanic199770022_f.jpg"
"To Catch a Thief","1955","106 mins","7.4","Drama; Mystery; Romance; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\ToCatchaThief195563444_f.jpg"
